Order Date,Product Name,Quantity
03/03/2016,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 1/Pack",7
8/15/2015,Tensor Computer Mounted Lamp,7
8/15/2015,Mobile Personal File Cube,3
09/12/2015,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",2
09/12/2015,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",2
09/12/2015,"OIC Binder Clips, Mini, 1/4"" Capacity, Black",1
09/12/2015,Avery 489,2
09/12/2015,HP Office Recycled Paper (20Lb. and 87 Bright),5
09/12/2015,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",1
01/12/2015,"Dual Level, Single-Width Filing Carts",3
05/12/2015,Portable Personal File Box,3
9/26/2016,Advantus Rolling Storage Box,3
9/26/2016,Avery 494,3
9/26/2016,SANFORD Major Accent Highlighters,5
9/26/2016,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),5
09/09/2017,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",2
4/15/2017,Xerox 1883,3
06/10/2017,Prang Dustless Chalk Sticks,5
09/01/2017,Harbour Creations 67200 Series Stacking Chairs,7
6/14/2014,"Hon Metal Bookcases, Gray",3
5/18/2017,Avanti 1.7 Cu. Ft. Refrigerator,7
5/18/2017,Motorola HK250 Universal Bluetooth Headset,5
5/18/2017,"Universal Recycled Hanging Pressboard Report Binders, Letter Size",7
09/12/2017,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",3
6/21/2016,SpineVue Locking Slant-D Ring Binders by Cardinal,5
6/21/2016,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",6
6/21/2016,O'Sullivan Living Dimensions 5-Shelf Bookcases,2
11/26/2014,Xerox 1893,2
3/19/2017,SpineVue Locking Slant-D Ring Binders by Cardinal,2
3/19/2017,Chromcraft Round Conference Tables,5
3/19/2017,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",1
3/19/2017,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",7
10/18/2014,Office Star Flex Back Scooter Chair with Aluminum Finish Frame,6
8/22/2017,Hon Racetrack Conference Tables,1
11/19/2016,Acco 6 Outlet Guardian Premium Plus Surge Suppressor,3
9/20/2014,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx",3
9/20/2014,O'Sullivan Living Dimensions 2-Shelf Bookcases,3
9/20/2014,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,2
09/11/2016,"Stur-D-Stor Shelving, Vertical 5-Shelf: 72""H x 36""W x 18 1/2""D",3
09/11/2016,GBC Standard Therm-A-Bind Covers,2
9/23/2016,Acme Design Stainless Steel Bent Scissors,2
08/04/2017,Avery Durable Poly Binders,3
7/25/2016,"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",1
08/02/2016,"Barricks Non-Folding Utility Table with Steel Legs, Laminate Tops",2
08/02/2016,Nortel Business Series Terminal T7208 Digital phone,3
08/02/2016,XtraLife ClearVue Slant-D Ring Binders by Cardinal,2
5/21/2015,Fellowes Basic Home/Office Series Surge Protectors,8
11/03/2017,HP Standard 104 key PS/2 Keyboard,3
4/16/2015,Staples,4
12/12/2016,Case Logic 2.4GHz Wireless Keyboard,5
12/12/2016,Xerox 1907,4
10/30/2015,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,3
03/07/2014,Catalog Binders with Expanding Posts,2
03/05/2015,"Situations Contoured Folding Chairs, 4/Set",2
03/05/2015,36X48 HARDFLOOR CHAIRMAT,2
08/08/2016,Xerox 1954,2
01/03/2017,Xerox 1905,6
10/09/2017,"Wirebound Message Books, 2 7/8"" x 5"", 3 Forms per Page",5
10/20/2017,Xerox 1887,3
09/07/2014,Panasonic KX TS3282B Corded phone,3
09/07/2014,"Angle-D Binders with Locking Rings, Label Holders",2
09/07/2014,"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer",1
09/07/2014,Belkin Standard 104 key USB Keyboard,4
09/07/2014,Dixon Ticonderoga Core-Lock Colored Pencils,3
9/30/2017,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",2
9/30/2017,Xerox 1882,3
9/30/2017,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",1
11/16/2017,Hewlett-Packard 300S Scientific Calculator,4
09/11/2017,"6"" Cubicle Wall Clock, Black",4
09/11/2017,Kensington 4 Outlet MasterPiece Compact Power Control Center,5
1/16/2017,"Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood",4
1/16/2017,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",7
11/26/2016,Zipper Ring Binder Pockets,4
11/07/2015,Safco Contoured Stacking Chairs,3
12/14/2017,Microsoft Sculpt Comfort Mouse,4
12/14/2017,Kingston Digital DataTraveler 16GB USB 2.0,5
9/13/2014,"Padded Folding Chairs, Black, 4/Carton",6
12/07/2014,Xerox 1909,4
09/07/2017,Rosewill 107 Normal Keys USB Wired Standard Keyboard,1
10/07/2017,"SAFCO Mobile Desk Side File, Wire Frame",2
09/05/2015,Longer-Life Soft White Bulbs,2
09/05/2015,Xerox 1881,3
3/30/2014,Sterilite Show Offs Storage Containers,3
3/30/2014,Avery 490,3
05/05/2017,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",9
05/05/2017,"Avery Durable Slant Ring Binders, No Labels",8
05/05/2017,Bestar Classic Bookcase,3
4/30/2017,Xerox 1919,4
09/08/2014,"Geographics Note Cards, Blank, White, 8 1/2"" x 11""",2
09/08/2014,SAFCO Arco Folding Chair,5
09/08/2014,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",6
6/20/2017,Plastic Stacking Crates & Casters,1
12/26/2015,KI Adjustable-Height Table,1
8/15/2017,Avery 495,8
03/04/2017,Xerox 1934,2
7/27/2017,Tensor Computer Mounted Lamp,1
7/27/2017,Nortel Networks T7316 E Nt8 B27,8
9/23/2016,Poly String Tie Envelopes,2
9/23/2016,Avery 51,3
5/30/2016,Hon Rectangular Conference Tables,10
5/30/2016,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,6
5/30/2016,Avery 473,6
11/16/2014,SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair,2
9/21/2014,Dana Swing-Arm Lamps,2
2/21/2016,9-3/4 Diameter Round Wall Clock,5
2/21/2016,"Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16",3
2/21/2016,iOttie HLCRIO102 Car Mount,2
11/19/2017,"Global Wood Trimmed Manager's Task Chair, Khaki",3
11/19/2017,"Avery Hi-Liter GlideStik Fluorescent Highlighter, Yellow Ink",5
11/19/2017,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,6
8/21/2016,Avery 49,4
8/21/2016,"Acme 10"" Easy Grip Assistive Scissors",2
4/30/2017,"Seth Thomas 16"" Steel Case Clock",2
4/30/2017,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",4
05/02/2016,"Global Stack Chair without Arms, Black",9
10/02/2017,"Eldon Expressions Wood Desk Accessories, Oak",2
10/02/2017,Eldon 500 Class Desk Accessories,1
10/02/2017,Xerox 1996,4
10/02/2017,Ibico Plastic Spiral Binding Combs,3
10/02/2017,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,7
10/02/2017,Lock-Up Easel 'Spel-Binder',4
10/02/2017,"Eldon Image Series Desk Accessories, Ebony",2
9/18/2017,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",2
12/04/2015,Avery Hi-Liter Fluorescent Desk Style Markers,5
12/04/2015,"Eldon Image Series Desk Accessories, Burgundy",6
1/17/2015,Avery Fluorescent Highlighter Four-Color Set,2
01/06/2014,Xerox 225,3
03/05/2015,Cisco SPA525G2 IP Phone - Wireless,2
12/25/2016,GBC Premium Transparent Covers with Diagonal Lined Pattern,2
09/04/2016,"Howard Miller 16"" Diameter Gallery Wall Clock",1
09/04/2016,Plastic Binding Combs,5
09/04/2016,Acme Preferred Stainless Steel Scissors,4
8/26/2014,Acrylic Self-Standing Desk Frames,4
8/26/2014,Xerox 1978,3
8/26/2014,Avoid Verbal Orders Carbonless Minifold Book,1
5/21/2015,Ibico Plastic and Wire Spiral Binding Combs,4
10/16/2017,Green Bar Computer Printout Paper,7
11/09/2015,Tennsco Industrial Shelving,5
11/09/2015,Poly String Tie Envelopes,6
11/09/2015,AmazonBasics 3-Button USB Wired Mouse,2
11/09/2015,Logitech VX Revolution Cordless Laser Mouse for Notebooks (Black),5
11/21/2014,Poly String Tie Envelopes,1
11/21/2014,RCA Visys Integrated PBX 8-Line Router,5
10/11/2015,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 30/Pack",1
3/21/2017,Adjustable Depth Letter/Legal Cart,4
3/21/2017,"Avery Durable Plastic 1"" Binders",3
3/21/2017,Pressboard Data Binders by Wilson Jones,2
01/04/2015,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",3
01/04/2015,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",5
12/09/2017,Xerox 1884,9
09/06/2016,Advantus Motivational Note Cards,4
09/06/2016,AT&T CL83451 4-Handset Telephone,2
09/03/2016,Heavy-Duty E-Z-D Binders,8
5/13/2014,"Iceberg Nesting Folding Chair, 19w x 6d x 43h",6
5/13/2014,EcoTones Memo Sheets,2
9/29/2016,Avery Self-Adhesive Photo Pockets for Polaroid Photos,5
08/05/2014,Logitech Desktop MK120 Mouse and keyboard Combo,1
08/05/2014,Akro Stacking Bins,2
08/05/2014,Boston KS Multi-Size Manual Pencil Sharpener,2
4/14/2017,Sauder Cornerstone Collection Library,8
06/09/2017,Standard Rollaway File with Lock,5
12/29/2016,"Executive Impressions 10"" Spectator Wall Clock",6
12/29/2016,Belkin 8 Outlet Surge Protector,2
1/18/2014,Fellowes Mighty 8 Compact Surge Protector,4
11/20/2016,Wireless Extenders zBoost YX545 SOHO Signal Booster,1
06/10/2017,"Logitech B530 USB Headset - headset - Full size, Binaural",3
06/10/2017,Avery 512,4
06/10/2017,Personal File Boxes with Fold-Down Carry Handle,1
09/10/2017,Xerox 1906,3
04/08/2017,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",2
04/08/2017,Luxo Professional Combination Clamp-On Lamps,3
10/24/2015,Xerox 1999,3
10/24/2015,KI Conference Tables,7
10/24/2015,Xerox 2,2
5/27/2017,Logitech Desktop MK120 Mouse and keyboard Combo,6
5/27/2017,Staples in misc. colors,3
12/05/2014,Cameo Buff Policy Envelopes,7
12/05/2014,Fellowes Bankers Box Recycled Super Stor/Drawer,4
8/14/2016,Array Memo Cubes,3
8/14/2016,Texas Instruments TI-34 Scientific Calculator,6
09/05/2016,Xerox 202,5
09/05/2016,Staples,8
09/05/2016,Xerox 1930,2
6/26/2017,Bose SoundLink Bluetooth Speaker,3
6/26/2017,Plantronics Voyager Pro HD - Bluetooth Headset,14
03/12/2017,Avery Non-Stick Binders,9
2/18/2017,iHome FM Clock Radio with Lightning Dock,3
2/18/2017,Memorex Micro Travel Drive 32 GB,3
2/18/2017,Avery 493,2
11/10/2017,GBC Imprintable Covers,3
11/19/2014,Avery 480,6
11/19/2014,Avery 499,2
11/19/2014,"Premier Elliptical Ring Binder, Black",7
11/19/2014,Sauder Inglewood Library Bookcases,6
11/18/2014,"Adams ""While You Were Out"" Message Pads",7
9/24/2016,Nu-Dell Executive Frame,5
11/20/2016,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",12
9/27/2016,Recycled Pressboard Report Cover with Reinforced Top Hinge,3
04/09/2016,Bush Somerset Collection Bookcase,5
9/21/2017,Sony 64GB Class 10 Micro SDHC R40 Memory Card,2
9/21/2017,Logitech M510 Wireless Mouse,2
8/24/2017,DXL Angle-View Binders with Locking Rings by Samsill,4
8/24/2017,Acco Translucent Poly Ring Binders,1
2/22/2016,AT&T 1070 Corded Phone,5
2/22/2016,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,1
2/22/2016,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",3
12/08/2017,Standard Line “While You Were Out” Hardbound Telephone Message Book,4
12/08/2017,"Performers Binder/Pad Holder, Black",1
12/08/2017,Vinyl Sectional Post Binders,3
12/08/2017,"SAFCO Mobile Desk Side File, Wire Frame",1
9/18/2017,Wilson Jones Easy Flow II Sheet Lifters,7
9/18/2017,Kingston Digital DataTraveler 64GB USB 2.0,3
09/11/2016,Plantronics Encore H101 Dual Earpieces Headset,5
9/23/2017,Euro Pro Shark Stick Mini Vacuum,6
9/23/2017,Xerox 217,4
9/23/2017,OtterBox Commuter Series Case - Samsung Galaxy S4,2
10/06/2014,GBC VeloBinder Strips,2
10/23/2015,Xerox 212,7
10/23/2015,Jabra SPEAK 410,2
3/31/2016,LG Exalt,3
3/31/2016,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,2
12/29/2016,Acco Translucent Poly Ring Binders,3
11/03/2017,Xerox 1963,5
1/20/2017,Newell 326,2
12/03/2016,Logitech Z-906 Speaker sys - home theater - 5.1-CH,5
12/03/2016,3M Polarizing Light Filter Sleeves,6
6/14/2016,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",5
09/02/2016,"Tenex File Box, Personal Filing Tote with Lid, Black",3
09/05/2014,Telescoping Adjustable Floor Lamp,2
10/21/2017,Avanti 1.7 Cu. Ft. Refrigerator,2
10/21/2017,"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",1
10/21/2017,"SlimView Poly Binder, 3/8""",4
4/25/2017,Newell 318,4
10/19/2015,"Sanyo Counter Height Refrigerator with Crisper, 3.6 Cubic Foot, Stainless Steel/Black",5
10/19/2015,NETGEAR N750 Dual Band Wi-Fi Gigabit Router,3
07/05/2014,Advantus Panel Wall Certificate Holder - 8.5x11,2
07/05/2014,Wilson Jones Four-Pocket Poly Binders,5
07/05/2014,Luxo Adjustable Task Clamp Lamp,3
04/04/2016,Ibico Ibimaster 300 Manual Binding System,2
11/13/2017,DIXON Oriole Pencils,1
09/09/2017,Unpadded Memo Slips,2
4/17/2015,Enermax Acrylux Wireless Keyboard,1
4/17/2015,"DXL Angle-View Binders with Locking Rings, Black",13
4/17/2015,Barrel Sharpener,3
7/25/2016,Quality Park Security Envelopes,1
8/26/2016,Samsung Replacement EH64AVFWE Premium Headset,6
8/26/2016,Plantronics Audio 478 Stereo USB Headset,5
09/12/2014,Compact Automatic Electric Letter Opener,3
09/12/2014,SanDisk Cruzer 16 GB USB Flash Drive,5
09/12/2014,GBC DocuBind P100 Manual Binding Machine,2
09/12/2014,"Seth Thomas 8 1/2"" Cubicle Clock",2
7/22/2016,"Fiskars 8"" Scissors, 2/Pack",5
5/19/2017,Things To Do Today Spiral Book,6
4/28/2017,Sterilite Officeware Hinged File Box,1
4/28/2017,Newell 341,2
12/29/2017,Acco Glide Clips,5
12/29/2017,Hand-Finished Solid Wood Document Frame,2
09/04/2017,Acco Suede Grain Vinyl Round Ring Binder,6
09/04/2017,"Bush Cubix Conference Tables, Fully Assembled",8
3/21/2014,Tennsco Commercial Shelving,1
9/28/2017,Longer-Life Soft White Bulbs,3
1/19/2014,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",10
1/19/2014,"TOPS Carbonless Receipt Book, Four 2-3/4 x 7-1/4 Money Receipts per Page",4
1/19/2014,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",5
1/19/2014,O'Sullivan 4-Shelf Bookcase in Odessa Pine,5
2/14/2014,"Memo Book, 100 Message Capacity, 5 3/8” x 11”",3
06/09/2016,"Global Deluxe Stacking Chair, Gray",3
9/26/2014,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",3
9/26/2014,Xerox 217,3
5/30/2016,Euro-Pro Shark Turbo Vacuum,5
12/19/2017,OIC Stacking Trays,5
12/19/2017,Tennsco Industrial Shelving,2
12/19/2017,O'Sullivan 2-Shelf Heavy-Duty Bookcases,7
12/26/2017,Tennsco Single-Tier Lockers,2
6/15/2017,Avery 490,3
6/15/2017,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",5
6/15/2017,Xerox 1992,3
11/20/2016,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",3
3/31/2014,Avery Hole Reinforcements,1
10/08/2017,Digium D40 VoIP phone,1
10/08/2017,KeyTronic E03601U1 - Keyboard - Beige,2
10/08/2017,Logitech Illuminated - Keyboard,4
10/08/2017,Tennsco Commercial Shelving,2
1/30/2017,"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",4
12/12/2014,Staple envelope,3
10/24/2015,Avery Non-Stick Binders,4
04/01/2017,Mediabridge Sport Armband iPhone 5s,3
04/01/2017,Avery 494,3
04/01/2017,Staple holder,3
04/01/2017,"Global Wood Trimmed Manager's Task Chair, Khaki",3
1/26/2017,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",2
11/28/2014,Staple remover,2
11/28/2014,Avery 489,4
11/28/2014,"Sauder Camden County Barrister Bookcase, Planked Cherry Finish",4
09/04/2015,Avery Heavy-Duty EZD View Binder with Locking Rings,4
06/12/2017,Microsoft Sculpt Comfort Mouse,2
7/15/2017,Newell 349,2
7/15/2017,Avery 509,3
7/15/2017,Sony 32GB Class 10 Micro SDHC R40 Memory Card,2
7/15/2017,Hon Mobius Operator's Chair,6
7/15/2017,Spiral Phone Message Books with Labels by Adams,2
11/02/2017,Eldon Image Series Black Desk Accessories,1
11/02/2017,Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210,3
11/02/2017,Colored Envelopes,3
11/02/2017,Wilson Electronics DB Pro Signal Booster,4
10/08/2016,Xerox 1925,2
04/08/2016,Ampad #10 Peel & Seel Holiday Envelopes,4
10/08/2015,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",5
5/15/2017,Xerox 1880,2
5/15/2017,QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3,2
2/24/2014,"Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book",4
2/24/2014,"TOPS 4 x 6 Fluorescent Color Memo Sheets, 500 Sheets per Pack",3
5/30/2015,RCA H5401RE1 DECT 6.0 4-Line Cordless Handset With Caller ID/Call Waiting,3
5/30/2015,"Eureka The Boss Lite 10-Amp Upright Vacuum, Blue",2
5/30/2015,Plantronics MX500i Earset,3
11/18/2016,Logitech Z-906 Speaker sys - home theater - 5.1-CH,4
12/04/2017,Global Chrome Stack Chair,10
12/04/2017,Hand-Finished Solid Wood Document Frame,2
12/04/2017,DIXON Ticonderoga Erasable Checking Pencils,3
12/04/2017,Xerox 1956,5
12/04/2017,Logitech G13 Programmable Gameboard with LCD Display,4
06/05/2016,Avery Non-Stick Binders,6
06/05/2016,Acco 6 Outlet Guardian Premium Surge Suppressor,4
12/10/2016,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",12
4/30/2017,Faber Castell Col-Erase Pencils,2
4/24/2017,Colored Push Pins,1
05/08/2015,Xerox 1912,2
3/31/2015,PureGear Roll-On Screen Protector,5
08/06/2017,14-7/8 x 11 Blue Bar Computer Printout Paper,3
12/02/2017,ClearOne CHATAttach 160 - speaker phone,4
06/06/2016,Logitech Trackman Marble Mouse,6
06/06/2016,Kingston Digital DataTraveler 16GB USB 2.0,3
06/06/2016,Plantronics S12 Corded Telephone Headset System,3
06/06/2016,Xerox 191,3
06/06/2016,Trimflex Flexible Post Binders,3
06/06/2016,Avery Binder Labels,3
06/06/2016,Xerox 230,2
4/13/2015,Fellowes Black Plastic Comb Bindings,3
5/22/2017,High-Back Leather Manager's Chair,2
5/22/2017,"Avery Durable Slant Ring Binders, No Labels",2
5/22/2017,Acme Forged Steel Scissors with Black Enamel Handles,3
12/19/2016,"SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine",6
12/19/2016,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",6
12/19/2016,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",2
9/22/2017,"Tenex Personal Project File with Scoop Front Design, Black",5
09/07/2017,"DAX Copper Panel Document Frame, 5 x 7 Size",2
09/07/2017,Motorla HX550 Universal Bluetooth Headset,4
11/28/2014,Acco 6 Outlet Guardian Premium Surge Suppressor,3
11/28/2014,Micropad Numeric Keypads,7
11/12/2014,Avery Fluorescent Highlighter Four-Color Set,1
11/12/2014,Acco Side-Punched Conventional Columnar Pads,6
11/12/2014,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,3
11/12/2014,Xerox 216,7
11/12/2014,Bestar Classic Bookcase,1
10/02/2017,"Master Caster Door Stop, Gray",2
12/14/2015,Stackable Trays,2
12/14/2015,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",2
12/06/2015,Xerox 20,1
12/06/2015,Tennsco 6- and 18-Compartment Lockers,5
12/06/2015,Avery 483,3
3/31/2017,Ibico Recycled Grain-Textured Covers,1
3/31/2017,Hewlett Packard LaserJet 3310 Copier,5
3/31/2017,Avery Recycled Flexi-View Covers for Binding Systems,4
3/13/2017,Col-Erase Pencils with Erasers,4
3/13/2017,"HP Officejet Pro 8600 e-All-In-One Printer, Copier, Scanner, Fax",2
3/13/2017,"Eberhard Faber 3 1/2"" Golf Pencils",5
3/13/2017,SAFCO Folding Chair Trolley,1
3/13/2017,Hewlett Packard LaserJet 3310 Copier,2
3/13/2017,Xerox 1993,3
3/13/2017,Plantronics MX500i Earset,1
12/05/2014,Xerox 1893,3
12/05/2014,Large Capacity Hanging Post Binders,4
12/05/2014,"Black Print Carbonless 8 1/2"" x 8 1/4"" Rapid Memo Book",3
12/05/2014,Lunatik TT5L-002 Taktik Strike Impact Protection System for iPhone 5,1
12/05/2014,Panasonic KX T7736-B Digital phone,2
12/12/2016,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",6
12/12/2016,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,3
09/09/2017,Newell 35,2
09/09/2017,Novimex Fabric Task Chair,5
09/09/2017,Astroparche Fine Business Paper,9
10/04/2017,24-Hour Round Wall Clock,1
05/09/2016,Sanford Pocket Accent Highlighters,5
12/15/2014,Stackable Trays,2
11/30/2017,"Iris 3-Drawer Stacking Bin, Black",4
11/30/2017,Panasonic Business Telephones KX-T7736,3
11/30/2017,Fellowes Officeware Wire Shelving,3
3/19/2015,Stockwell Push Pins,5
7/19/2014,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",2
12/08/2016,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",3
12/08/2016,Fellowes High-Stak Drawer Files,2
10/13/2014,"Global High-Back Leather Tilter, Burgundy",2
10/13/2014,Flexible Leather- Look Classic Collection Ring Binder,1
11/19/2017,Lock-Up Easel 'Spel-Binder',7
9/24/2017,Panasonic KX-TG9471B,2
9/24/2017,Wi-Ex zBoost YX540 Cellular Phone Signal Booster,3
9/25/2015,GBC Prestige Therm-A-Bind Covers,2
2/13/2017,Acme Elite Stainless Steel Scissors,3
2/13/2017,Barrel Sharpener,3
10/03/2014,Hunt Boston Vacuum Mount KS Pencil Sharpener,2
10/03/2014,Convenience Packs of Business Envelopes,5
10/03/2014,Logitech G105 Gaming Keyboard,3
8/27/2016,Portfile Personal File Boxes,1
8/27/2016,Southworth 25% Cotton Premium Laser Paper and Envelopes,5
12/03/2015,GBC Therma-A-Bind 250T Electric Binding System,6
9/20/2016,Dana Swing-Arm Lamps,2
9/20/2016,"Global High-Back Leather Tilter, Burgundy",1
3/25/2017,Newell 311,5
12/06/2015,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",2
8/31/2017,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,2
10/05/2015,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,3
8/18/2017,Plantronics Savi W720 Multi-Device Wireless Headset System,2
8/18/2017,Imation Bio 8GB USB Flash Drive Imation Corp,9
02/02/2016,"Belkin 19"" Center-Weighted Shelf, Gray",2
8/23/2016,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",5
8/23/2016,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",5
8/23/2016,Newell 331,6
6/30/2017,Advantus Panel Wall Certificate Holder - 8.5x11,2
9/18/2015,"Stur-D-Stor Shelving, Vertical 5-Shelf: 72""H x 36""W x 18 1/2""D",4
9/25/2016,Logitech Wireless Headset h800,5
9/25/2016,Manco Dry-Lighter Erasable Highlighter,1
9/25/2016,"Global Fabric Manager's Chair, Dark Gray",2
9/25/2016,Eldon Expressions Mahogany Wood Desk Collection,11
10/24/2016,Micro Innovations USB RF Wireless Keyboard with Mouse,4
10/24/2016,Logitech VX Revolution Cordless Laser Mouse for Notebooks (Black),2
9/29/2014,Longer-Life Soft White Bulbs,2
9/29/2014,"Bevis Oval Conference Table, Walnut",9
6/26/2017,Avery 512,6
6/26/2017,Hon Comfortask Task/Swivel Chairs,3
8/21/2016,"Iceberg OfficeWorks 42"" Round Tables",9
02/11/2014,Enermax Aurora Lite Keyboard,3
02/11/2014,Hon 2111 Invitation Series Corner Table,6
02/11/2014,Wilson Jones Leather-Like Binders with DublLock Round Rings,2
9/23/2016,3-ring staple pack,7
12/05/2015,Surelock Post Binders,5
09/03/2017,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",5
09/03/2017,Kensington Expert Mouse Optical USB Trackball for PC or Mac,3
3/26/2017,"Career Cubicle Clock, 8 1/4"", Black",3
12/21/2014,SAFCO Arco Folding Chair,6
12/21/2014,Safco Contoured Stacking Chairs,3
9/23/2014,EcoTones Memo Sheets,9
04/02/2017,Newell 318,4
04/01/2016,Regeneration Desk Collection,4
5/15/2015,Wausau Papers Astrobrights Colored Envelopes,3
3/23/2017,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",5
4/14/2017,Tensor Computer Mounted Lamp,5
01/04/2015,DAX Wood Document Frame,14
11/02/2017,Xerox 220,3
7/17/2017,Xerox 221,5
7/17/2017,"Peel & Seel Recycled Catalog Envelopes, Brown",5
7/17/2017,Sterilite Show Offs Storage Containers,2
7/17/2017,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",5
10/06/2017,Xerox 1893,1
11/04/2014,Newell 343,1
12/18/2016,Vinyl Sectional Post Binders,4
12/18/2016,Newell 312,4
12/18/2016,"Black Print Carbonless 8 1/2"" x 8 1/4"" Rapid Memo Book",2
12/18/2016,Sony Micro Vault Click 8 GB USB 2.0 Flash Drive,3
12/18/2016,"Iceberg OfficeWorks 42"" Round Tables",5
12/18/2016,Avery White Multi-Purpose Labels,4
12/18/2016,Macally Suction Cup Mount,3
9/24/2016,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,2
9/24/2016,Sensible Storage WireTech Storage Systems,9
7/21/2016,Boston 16765 Mini Stand Up Battery Pencil Sharpener,2
7/21/2016,"Wilson Jones 1"" Hanging DublLock Ring Binders",7
7/21/2016,Safco Steel Mobile File Cart,1
7/21/2016,"Fellowes Mobile File Cart, Black",2
06/11/2016,Avery 486,2
06/11/2016,Wilson Jones Turn Tabs Binder Tool for Ring Binders,14
06/11/2016,Logitech G35 7.1-Channel Surround Sound Headset,3
06/09/2015,Luxo Adjustable Task Clamp Lamp,4
06/09/2015,Dexim XPower Skin Super-Thin Power Case for iPhone 5 - Black,3
10/27/2017,#6 3/4 Gummed Flap White Envelopes,2
